Name,Position,Age,Team_from,League_from,Country_From,Team_to,League_to,Country_to,Season,Market_value,Transfer_fee
Leroy Fer,Central Midfield,24,Norwich,Championship,Championship,QPR,Premier League,England,2014-2015,8500000,10000000
Guilherme Siqueira,Left-Back,28,Granada CF,LaLiga,Spain,Atlético Madrid,LaLiga,Spain,2014-2015,8000000,10000000
Federico Fazio,Centre-Back,27,Sevilla FC,LaLiga,Spain,Spurs,Premier League,England,2014-2015,8000000,10000000
Federico Fernández,Centre-Back,25,SSC Napoli,Serie A,Italy,Swansea,Premier League,England,2014-2015,5000000,10000000
Juan Bernat,Left-Back,21,Valencia CF,LaLiga,Spain,Bayern Munich,1.Bundesliga,Germany,2014-2015,4000000,10000000
Andreas Samaris,Defensive Midfield,25,Olympiacos,Super League,Super League,Benfica,Liga NOS,Portugal,2014-2015,2500000,10000000
Carlos Muñoz,Centre-Forward,25,Baniyas SC,UAE Gulf League,UAE Gulf League,Al-Ahli (UAE),UAE Gulf League,UAE Gulf League,2014-2015,900000,9800000
Adrián Ramos,Centre-Forward,28,Hertha BSC,1.Bundesliga,German,Bor. Dortmund,1.Bundesliga,Germany,2014-2015,11000000,9700000
Stefano Sturaro,Central Midfield,21,Genoa,Serie A,Italy,Juventus,Serie A,Italy,2014-2015,3500000,9600000
Wallace,Centre-Back,19,Cruzeiro,Serie A,Italy,Braga,Liga NOS,Portugal,2014-2015,100000,9500000
Xabi Alonso,Defensive Midfield,32,Real Madrid,LaLiga,Spain,Bayern Munich,1.Bundesliga,Germany,2014-2015,8000000,9000000
Yann Sommer,Goalkeeper,25,FC Basel,Super League,Super League,Bor. M'gladbach,1.Bundesliga,Germany,2014-2015,8000000,9000000
Andrej Kramaric,Centre-Forward,23,HNK Rijeka,1.HNL,Croatia,Leicester,Premier League,England,2014-2015,4500000,9000000
Darwin Quintero,Right Winger,27,Santos Laguna,Liga MX Clausura,Mexico,América,Liga MX Clausura,Mexico,2014-2015,3000000,9000000
James McArthur,Central Midfield,26,Wigan,Championship,Championship,Crystal Palace,Premier League,England,2014-2015,3000000,8800000
Siem de Jong,Attacking Midfield,25,AFC Ajax,Eredivisie,Netherlands,Newcastle,Premier League,England,2014-2015,10000000,8700000
Pierre-Michel Lasogga,Centre-Forward,22,Hertha BSC,1.Bundesliga,German,Hamburger SV,1.Bundesliga,Germany,2014-2015,9000000,8500000
Joaquín Correa,Left Winger,20,Estudiantes,Primera División,Spain,Sampdoria,Serie A,Italy,2014-2015,8000000,8400000
Ciro Immobile,Centre-Forward,24,Juventus,Serie A,Italy,Torino,Serie A,Italy,2014-2015,18000000,8000000
Shinji Kagawa,Attacking Midfield,25,Man Utd,Premier League,England,Bor. Dortmund,1.Bundesliga,Germany,2014-2015,15000000,8000000
Gary Medel,Defensive Midfield,27,Cardiff,Championship,Championship,Inter,Serie A,Italy,2014-2015,11000000,8000000
Alfred Finnbogason,Centre-Forward,25,Heerenveen,Eredivisie,Netherlands,Real Sociedad,LaLiga,Spain,2014-2015,9000000,8000000
Paulinho,Centre-Forward,28,AS Livorno,Serie B,Italy,Al Arabi,Stars League,Stars League,2014-2015,8500000,8000000
Marlos,Right Winger,26,Metalist,Premier Liga,Russia,Shakhtar D.,Premier Liga,Russia,2014-2015,7000000,8000000
Shkodran Mustafi,Centre-Back,22,Sampdoria,Serie A,Italy,Valencia CF,LaLiga,Spain,2014-2015,7000000,8000000
Imoh Ezekiel,Centre-Forward,20,Standard Liège,Jupiler Pro League,Belgium,Al Arabi,Stars League,Stars League,2014-2015,5000000,8000000
Willy Caballero,Goalkeeper,32,Málaga CF,LaLiga,Spain,Man City,Premier League,England,2014-2015,5000000,8000000
Charles Aránguiz,Central Midfield,25,Udinese Calcio,Serie A,Italy,Internacional,Serie A,Italy,2014-2015,3000000,8000000
Odion Ighalo,Centre-Forward,25,Udinese Calcio,Serie A,Italy,Watford,Championship,Championship,2014-2015,2000000,8000000
Tiemoué Bakayoko,Defensive Midfield,19,Stade Rennais,Ligue 1,France,Monaco,Ligue 1,France,2014-2015,1250000,8000000
Kalidou Koulibaly,Centre-Back,23,KRC Genk,Jupiler Pro League,Belgium,SSC Napoli,Serie A,Italy,2014-2015,6500000,7750000
Bruno Martins Indi,Centre-Back,22,Feyenoord,Eredivisie,Netherlands,FC Porto,Liga NOS,Portugal,2014-2015,6000000,7700000
Jordon Mutch,Central Midfield,22,Cardiff,Championship,Championship,QPR,Premier League,England,2014-2015,3000000,7570000
Sandro,Defensive Midfield,25,Spurs,Premier League,England,QPR,Premier League,England,2014-2015,11000000,7500000
Cheikhou Kouyaté,Defensive Midfield,24,RSC Anderlecht,Jupiler Pro League,Belgium,West Ham,Premier League,England,2014-2015,7000000,7500000
Manuel Lanzini,Attacking Midfield,21,River Plate,Torneo Inicial,Torneo Inicial,Al-Jazira,UAE Gulf League,UAE Gulf League,2014-2015,6000000,7500000
Robert Snodgrass,Right Winger,26,Norwich,Championship,Championship,Hull City,Premier League,England,2014-2015,5500000,7500000
Ángel Correa,Right Winger,19,San Lorenzo,Torneo Inicial,Torneo Inicial,Atlético Madrid,LaLiga,Spain,2014-2015,5000000,7500000
Romarinho,Centre-Forward,23,Corinthians,Serie A,Italy,El-Jaish,Stars League,Stars League,2014-2015,2000000,7500000
Mapou Yanga-Mbiwa,Centre-Back,25,Newcastle,Premier League,England,AS Roma,Serie A,Italy,2014-2015,6000000,7350000
Maxime Lestienne,Left Winger,22,Club Brugge,Jupiler Pro League,Belgium,Al Arabi,Stars League,Stars League,2014-2015,10000000,7300000
Mathieu Valbuena,Left Winger,29,Marseille,Ligue 1,France,Dinamo Moscow,Premier Liga,Russia,2014-2015,14000000,7000000
Nuri Sahin,Defensive Midfield,25,Real Madrid,LaLiga,Spain,Bor. Dortmund,1.Bundesliga,Germany,2014-2015,12000000,7000000
Giacomo Bonaventura,Central Midfield,25,Atalanta,Serie A,Italy,AC Milan,Serie A,Italy,2014-2015,10000000,7000000
Tin Jedvaj,Centre-Back,19,AS Roma,Serie A,Italy,Bay. Leverkusen,1.Bundesliga,Germany,2014-2015,6500000,7000000
Stefan de Vrij,Centre-Back,22,Feyenoord,Eredivisie,Netherlands,Lazio,Serie A,Italy,2014-2015,6000000,7000000
Omer Damari,Centre-Forward,25,Austria Vienna,Bundesliga,Germany,RB Leipzig,2.Bundesliga,2.Bundesliga,2014-2015,2500000,7000000
Jake Livermore,Defensive Midfield,24,Spurs,Premier League,England,Hull City,Premier League,England,2014-2015,2500000,7000000
Daley Sinkgraven,Left-Back,19,Heerenveen,Eredivisie,Netherlands,AFC Ajax,Eredivisie,Netherlands,2014-2015,1500000,7000000
Majeed Waris,Centre-Forward,22,Spartak Moscow,Premier Liga,Russia,Trabzonspor,Süper Lig,Turkey,2014-2015,2500000,6900000
Britt Assombalonga,Centre-Forward,21,Peterborough,League One,League One,Nottm Forest,Championship,Championship,2014-2015,1000000,6900000
Josip Drmic,Centre-Forward,21,1.FC Nuremberg,2.Bundesliga,Germany,Bay. Leverkusen,1.Bundesliga,Germany,2014-2015,10000000,6800000
Florin Gardos,Centre-Back,25,FCS Bucharest,Liga 1,Liga 1,Southampton,Premier League,England,2014-2015,6000000,6800000
Dele Alli,Attacking Midfield,18,MK Dons,League One,League One,Spurs,Premier League,England,2014-2015,2000000,6630000
Kyle Naughton,Right-Back,26,Spurs,Premier League,England,Swansea,Premier League,England,2014-2015,5000000,6600000
Darío Benedetto,Centre-Forward,24,Club Tijuana,Liga MX Clausura,Mexico,América,Liga MX Clausura,Mexico,2014-2015,1800000,6600000
Marko Livaja,Centre-Forward,20,Atalanta,Serie A,Italy,Rubin Kazan,Premier Liga,Russia,2014-2015,5000000,6500000
Yacine Brahimi,Left Winger,24,Granada CF,LaLiga,Spain,FC Porto,Liga NOS,Portugal,2014-2015,4000000,6500000
Wendell,Left-Back,20,Grêmio,Serie A,Italy,Bay. Leverkusen,1.Bundesliga,Germany,2014-2015,3000000,6500000
Callum McManaman,Right Winger,23,Wigan,Championship,Championship,West Brom,Premier League,England,2014-2015,3000000,6350000
Jordon Mutch,Central Midfield,23,QPR,Premier League,England,Crystal Palace,Premier League,England,2014-2015,6000000,6340000
Emmanuel Rivière,Centre-Forward,24,Monaco,Ligue 1,France,Newcastle,Premier League,England,2014-2015,5000000,6320000
Mirko Vucinic,Second Striker,30,Juventus,Serie A,Italy,Al-Jazira,UAE Gulf League,UAE Gulf League,2014-2015,9000000,6300000
Bruno Ecuele Manga,Centre-Back,26,FC Lorient,Ligue 1,France,Cardiff,Championship,Championship,2014-2015,5000000,6300000
Ashkan Dejagah,Right Winger,28,Fulham,Championship,Championship,Al Arabi,Stars League,Stars League,2014-2015,3000000,6300000
Antonio Sanabria,Centre-Forward,18,Sassuolo,Serie A,Italy,AS Roma,Serie A,Italy,2014-2015,4500000,6200000
Ezequiel Garay,Centre-Back,27,Benfica,Liga NOS,Portugal,Zenit S-Pb,Premier Liga,Russia,2014-2015,20000000,6000000
Valon Behrami,Defensive Midfield,29,SSC Napoli,Serie A,Italy,Hamburger SV,1.Bundesliga,Germany,2014-2015,12000000,6000000
Demba Ba,Centre-Forward,29,Chelsea,Premier League,England,Besiktas,Süper Lig,Turkey,2014-2015,11000000,6000000
Jonathan de Guzmán,Central Midfield,26,Villarreal CF,LaLiga,Spain,SSC Napoli,Serie A,Italy,2014-2015,10000000,6000000
Giuliano,Attacking Midfield,24,Dnipro,Premier Liga,Russia,Grêmio,Serie A,Italy,2014-2015,8000000,6000000
Michy Batshuayi,Centre-Forward,20,Standard Liège,Jupiler Pro League,Belgium,Marseille,Ligue 1,France,2014-2015,8000000,6000000
Ádám Szalai,Centre-Forward,26,FC Schalke 04,1.Bundesliga,German,TSG Hoffenheim,1.Bundesliga,Germany,2014-2015,7000000,6000000
Roberto,Goalkeeper,28,Atlético Madrid,LaLiga,Spain,Olympiacos,Super League,Super League,2014-2015,6000000,6000000
William Vainqueur,Defensive Midfield,25,Standard Liège,Jupiler Pro League,Belgium,Dinamo Moscow,Premier Liga,Russia,2014-2015,6000000,6000000
Steven Defour,Central Midfield,26,FC Porto,Liga NOS,Portugal,RSC Anderlecht,Jupiler Pro League,Belgium,2014-2015,6000000,6000000
Admir Mehmedi,Second Striker,23,Dynamo Kyiv,Premier Liga,Russia,SC Freiburg,1.Bundesliga,Germany,2014-2015,5500000,6000000
Oussama Assaidi,Left Winger,26,Liverpool,Premier League,England,Al-Ahli (UAE),UAE Gulf League,UAE Gulf League,2014-2015,5000000,6000000
Dorlan Pabón,Second Striker,26,Valencia CF,LaLiga,Spain,Monterrey,Liga MX Clausura,Mexico,2014-2015,5000000,6000000
Daryl Janmaat,Right-Back,25,Feyenoord,Eredivisie,Netherlands,Newcastle,Premier League,England,2014-2015,5000000,6000000
Carlos Sánchez,Defensive Midfield,28,Elche CF,LaLiga,Spain,Aston Villa,Premier League,England,2014-2015,4000000,6000000
Vitorino Antunes,Left-Back,27,Málaga CF,LaLiga,Spain,Dynamo Kyiv,Premier Liga,Russia,2014-2015,3000000,6000000
Filip Kostic,Left Winger,21,FC Groningen,Eredivisie,Netherlands,VfB Stuttgart,1.Bundesliga,Germany,2014-2015,2500000,6000000
Roman Eremenko,Attacking Midfield,27,Rubin Kazan,Premier Liga,Russia,CSKA Moscow,Premier Liga,Russia,2014-2015,13000000,5900000
Benjamin Stambouli,Centre-Back,24,Montpellier,Ligue 1,France,Spurs,Premier League,England,2014-2015,5000000,5900000
Muriqui,Left Winger,28,GZ Evergrande,Super League,Super League,Al Sadd,Stars League,Stars League,2014-2015,3500000,5900000
Ishak Belfodil,Second Striker,22,Inter,Serie A,Italy,Parma,Serie A,Italy,2014-2015,7000000,5750000
Eric Bailly,Centre-Back,20,Espanyol,LaLiga,Spain,Villarreal CF,LaLiga,Spain,2014-2015,1000000,5700000
Michel Vorm,Goalkeeper,30,Swansea,Premier League,England,Spurs,Premier League,England,2014-2015,7000000,5690000
Hai Yu,Left-Back,27,BJ Renhe,Super League,Super League,SIPG,Super League,Super League,2014-2015,600000,5600000
Luciano Vietto,Centre-Forward,20,Racing Club,Torneo Inicial,Torneo Inicial,Villarreal CF,LaLiga,Spain,2014-2015,8500000,5500000
Sime Vrsaljko,Right-Back,22,Genoa,Serie A,Italy,Sassuolo,Serie A,Italy,2014-2015,7500000,5500000
Oliver Baumann,Goalkeeper,24,SC Freiburg,1.Bundesliga,German,TSG Hoffenheim,1.Bundesliga,Germany,2014-2015,7000000,5500000
Rickie Lambert,Centre-Forward,32,Southampton,Premier League,England,Liverpool,Premier League,England,2014-2015,5000000,5500000
Alberto Gilardino,Centre-Forward,32,Genoa,Serie A,Italy,GZ Evergrande,Super League,Super League,2014-2015,5000000,5500000
Luuk de Jong,Centre-Forward,23,Bor. M'gladbach,1.Bundesliga,German,PSV Eindhoven,Eredivisie,Netherlands,2014-2015,5000000,5500000
Grzegorz Krychowiak,Defensive Midfield,24,Reims,Ligue 1,France,Sevilla FC,LaLiga,Spain,2014-2015,5000000,5500000
Oumar Niasse,Centre-Forward,24,Akhisarspor,Süper Lig,Turkey,Loko Moscow,Premier Liga,Russia,2014-2015,4000000,5500000
Alexander Büttner,Left-Back,25,Man Utd,Premier League,England,Dinamo Moscow,Premier Liga,Russia,2014-2015,3500000,5500000
Diego Tardelli,Centre-Forward,29,Atlético-MG,Serie A,Italy,SD Luneng,Super League,Super League,2014-2015,3500000,5500000
Andrea Belotti,Centre-Forward,20,UC AlbinoLeffe,Serie C - A,Serie C - A,US Palermo,Serie A,Italy,2014-2015,2500000,5500000
Isaac Brizuela,Right Winger,24,Toluca,Liga MX Clausura,Mexico,Chivas,Liga MX Clausura,Mexico,2014-2015,2000000,5500000
Hanchao Yu,Left Winger,27,DL Yifang,Super League,Super League,GZ Evergrande,Super League,Super League,2014-2015,500000,5500000
Pape Souaré,Left-Back,24,LOSC Lille,Ligue 1,France,Crystal Palace,Premier League,England,2014-2015,3500000,5330000
David López,Centre-Back,24,Espanyol,LaLiga,Spain,SSC Napoli,Serie A,Italy,2014-2015,5000000,5300000
Hernane,Centre-Forward,28,Flamengo,Serie A,Italy,Nasr,Professional League,Professional League,2014-2015,2000000,5300000
Bryan Cristante,Central Midfield,19,AC Milan,Serie A,Italy,Benfica,Liga NOS,Portugal,2014-2015,3000000,5200000
Óscar Cardozo,Centre-Forward,31,Benfica,Liga NOS,Portugal,Trabzonspor,Süper Lig,Turkey,2014-2015,9000000,5000000
Massimo Bruno,Attacking Midfield,20,RSC Anderlecht,Jupiler Pro League,Belgium,RB Leipzig,2.Bundesliga,2.Bundesliga,2014-2015,8000000,5000000
Dória,Centre-Back,19,Botafogo,Serie A,Italy,Marseille,Ligue 1,France,2014-2015,8000000,5000000
Pablo Hernández,Right Winger,29,Swansea,Premier League,England,Al Arabi,Stars League,Stars League,2014-2015,8000000,5000000
Papu Gómez,Second Striker,26,Metalist,Premier Liga,Russia,Atalanta,Serie A,Italy,2014-2015,8000000,5000000
Romain Alessandrini,Left Winger,25,Stade Rennais,Ligue 1,France,Marseille,Ligue 1,France,2014-2015,7500000,5000000
Daniele Rugani,Centre-Back,20,FC Empoli,Serie A,Italy,Juventus,Serie A,Italy,2014-2015,7500000,5000000
Chico,Centre-Back,27,Swansea,Premier League,England,Al Duhail,Stars League,Stars League,2014-2015,6500000,5000000
Alen Halilovic,Attacking Midfield,18,Dinamo Zagreb,1.HNL,Croatia,FC Barcelona B,LaLiga2,LaLiga2,2014-2015,6500000,5000000
Vadis Odjidja-Ofoe,Central Midfield,25,Club Brugge,Jupiler Pro League,Belgium,Norwich,Championship,Championship,2014-2015,5000000,5000000
Sergio Asenjo,Goalkeeper,25,Atlético Madrid,LaLiga,Spain,Villarreal CF,LaLiga,Spain,2014-2015,5000000,5000000
Luca Marrone,Defensive Midfield,24,Sassuolo,Serie A,Italy,Juventus,Serie A,Italy,2014-2015,4500000,5000000
Alan Kasaev,Left Winger,28,Rubin Kazan,Premier Liga,Russia,Loko Moscow,Premier Liga,Russia,2014-2015,4000000,5000000
Jonathan Pitroipa,Right Winger,28,Stade Rennais,Ligue 1,France,Al-Jazira,UAE Gulf League,UAE Gulf League,2014-2015,4000000,5000000
Lucas Mendes,Centre-Back,24,Marseille,Ligue 1,France,El-Jaish,Stars League,Stars League,2014-2015,4000000,5000000
Pajtim Kasami,Central Midfield,22,Fulham,Championship,Championship,Olympiacos,Super League,Super League,2014-2015,3500000,5000000
Eric Dier,Defensive Midfield,20,Sporting CP,Liga NOS,Portugal,Spurs,Premier League,England,2014-2015,3500000,5000000
Jefferson Montero,Left Winger,24,Morelia,Liga MX Clausura,Mexico,Swansea,Premier League,England,2014-2015,3300000,5000000
Sammir,Attacking Midfield,27,Getafe CF,LaLiga,Spain,JS Suning,Super League,Super League,2014-2015,3000000,5000000
Joselu,Centre-Forward,24,TSG Hoffenheim,1.Bundesliga,German,Hannover 96,1.Bundesliga,Germany,2014-2015,3000000,5000000
Diafra Sakho,Centre-Forward,24,FC Metz,Ligue 1,France,West Ham,Premier League,England,2014-2015,3000000,5000000
Karl Darlow,Goalkeeper,23,Nottm Forest,Championship,Championship,Newcastle,Premier League,England,2014-2015,1000000,5000000
Jamaal Lascelles,Centre-Back,20,Nottm Forest,Championship,Championship,Newcastle,Premier League,England,2014-2015,600000,5000000
Cristian Penilla,Left Winger,23,Barcelona SC,Serie A Segunda Etapa,Serie A Segunda Etapa,CF Pachuca,Liga MX Clausura,Mexico,2014-2015,1500000,4950000
Nicolás Lodeiro,Attacking Midfield,25,Corinthians,Serie A,Italy,Boca Juniors,Primera División,Primera División,2014-2015,2000000,4920000
Marco Benassi,Central Midfield,19,Inter,Serie A,Italy,Torino,Serie A,Italy,2014-2015,4000000,4800000
Rodrigo de Paul,Right Winger,20,Racing Club,Torneo Inicial,Torneo Inicial,Valencia CF,LaLiga,Spain,2014-2015,3500000,4800000
Muhamed Besic,Defensive Midfield,21,Ferencváros,NB I.,NB I.,Everton,Premier League,England,2014-2015,2500000,4800000
Tarik Camdal,Right-Back,23,Eskisehirspor,Süper Lig,Turkey,Galatasaray,Süper Lig,Turkey,2014-2015,2700000,4750000
Aaron Cresswell,Left-Back,24,Ipswich,Championship,Championship,West Ham,Premier League,England,2014-2015,1500000,4750000
Talisca,Attacking Midfield,20,EC Bahia,Serie A,Italy,Benfica,Liga NOS,Portugal,2014-2015,400000,4750000
Gökhan Töre,Right Winger,22,Rubin Kazan,Premier Liga,Russia,Besiktas,Süper Lig,Turkey,2014-2015,7000000,4500000
Nicolai Müller,Right Winger,26,1.FSV Mainz 05,1.Bundesliga,German,Hamburger SV,1.Bundesliga,Germany,2014-2015,7000000,4500000
Panagiotis Kone,Central Midfield,27,Bologna,Serie B,Italy,Udinese Calcio,Serie A,Italy,2014-2015,6000000,4500000
Marco Parolo,Central Midfield,29,Parma,Serie A,Italy,Lazio,Serie A,Italy,2014-2015,6000000,4500000
Abdelaziz Barrada,Attacking Midfield,25,Al-Jazira,UAE Gulf League,UAE Gulf League,Marseille,Ligue 1,France,2014-2015,5500000,4500000
Federico Peluso,Left-Back,30,Juventus,Serie A,Italy,Sassuolo,Serie A,Italy,2014-2015,3800000,4500000
Kyle Lafferty,Centre-Forward,26,US Palermo,Serie A,Italy,Norwich,Championship,Championship,2014-2015,3000000,4500000
Jannik Vestergaard,Centre-Back,22,TSG Hoffenheim,1.Bundesliga,German,Werder Bremen,1.Bundesliga,Germany,2014-2015,3000000,4500000
Federico Bonazzoli,Centre-Forward,17,Inter,Serie A,Italy,Sampdoria,Serie A,Italy,2014-2015,2500000,4500000
Guilherme,Defensive Midfield,23,Corinthians,Serie A,Italy,Udinese Calcio,Serie A,Italy,2014-2015,2500000,4500000
Alan Kardec,Centre-Forward,25,Benfica,Liga NOS,Portugal,São Paulo,Serie A,Italy,2014-2015,1500000,4500000
Danilo,Defensive Midfield,18,Vasco da Gama,Serie B,Italy,Braga,Liga NOS,Portugal,2014-2015,NA,4500000
Mohamed Diamé,Central Midfield,27,West Ham,Premier League,England,Hull City,Premier League,England,2014-2015,7000000,4400000
Michael Dawson,Centre-Back,30,Spurs,Premier League,England,Hull City,Premier League,England,2014-2015,6500000,4400000
Hiroshi Kiyotake,Attacking Midfield,24,1.FC Nuremberg,2.Bundesliga,Germany,Hannover 96,1.Bundesliga,Germany,2014-2015,4500000,4300000
Adil Rami,Centre-Back,28,Valencia CF,LaLiga,Spain,AC Milan,Serie A,Italy,2014-2015,8000000,4250000
Carles Gil,Right Winger,22,Valencia CF,LaLiga,Spain,Aston Villa,Premier League,England,2014-2015,6000000,4200000
Ricardo Centurión,Left Winger,22,Racing Club,Primera División,Spain,São Paulo,Serie A,Italy,2014-2015,4000000,4200000
Dabao Yu,Right Winger,26,DL Yifang,League One,League One,BJ Sinobo Guoan,Super League,Super League,2014-2015,500000,4200000
Agustín Marchesín,Goalkeeper,26,Lanús,Primera División,Spain,Santos Laguna,Liga MX Clausura,Mexico,2014-2015,2500000,4150000
Edwin Cardona,Left Winger,22,Atl. Nacional,Liga Águila II,Liga Águila II,Monterrey,Liga MX Clausura,Mexico,2014-2015,900000,4150000
Daniel Agger,Centre-Back,29,Liverpool,Premier League,England,Bröndby IF,Superligaen,Superligaen,2014-2015,15000000,4000000
Olcan Adin,Right Midfield,28,Trabzonspor,Süper Lig,Turkey,Galatasaray,Süper Lig,Turkey,2014-2015,9000000,4000000
Valentin Stocker,Attacking Midfield,25,FC Basel,Super League,Super League,Hertha BSC,1.Bundesliga,Germany,2014-2015,7000000,4000000
